AL;2706406;Pão de Açúcar;9.010;11.848;14.121;21.812;20.497;30.775;13.466;16.721
AL;2706422;Pariconha;;;;;;;;
AL;2706448;Paripueira;;;;;;;;
AL;2706505;Passo de Camaragibe;21.146;22.696;26.711;24.757;25.316;26.434;18.265;7.598
AL;2706604;Paulo Jacinto;;;;;;;8.660;9.311
AL;2706703;Penedo;35.198;12.421;16.733;25.060;19.496;20.762;25.007;33.142
AL;2706802;Piaçabuçu;;6.425;11.589;7.315;7.315;8.749;9.484;10.752
AL;2706901;Pilar;9.811;13.348;16.300;16.763;11.676;13.176;13.271;17.801
AL;2707008;Pindoba;;;;;;;9.486;7.772
AL;2707107;Piranhas;;3.497;4.052;3.476;3.017;4.227;5.002;4.567
AL;2707206;Poço das Trincheiras;;;;;;;8.137;10.172
AL;2707305;Porto Calvo;25.566;28.403;19.413;23.220;22.755;27.790;15.870;17.654
AL;2707404;Porto de Pedras;6.260;9.065;18.875;18.802;9.861;10.012;8.634;8.565
AL;2707503;Porto Real do Colégio;;7.494;13.878;12.762;13.285;14.948;15.338;12.737
AL;2707602;Quebrangulo;;11.984;19.439;34.317;27.581;22.993;17.345;15.168
AL;2707701;Rio Largo;;;23.996;23.413;22.821;31.354;30.404;37.415
AL;2707800;Roteiro;;;;;;;;1.635
AL;2707909;Santa Luzia do Norte;;12.924;;;;;;2.377
AL;2708006;Santana do Ipanema;;10.525;23.125;40.234;50.246;61.235;34.542;34.225
AL;2708105;Santana do Mundaú;;;;;;;15.743;15.096
AL;2708204;São Brás;;9.373;9.999;13.922;;19.869;8.981;6.231
AL;2708303;São José da Laje;;15.425;33.600;47.729;38.070;34.285;23.970;26.946
AL;2708402;São José da Tapera;;;;;;;18.130;19.757
AL;2708501;São Luís do Quitunde;;16.790;22.984;25.069;24.091;24.830;13.265;16.121
AL;2708600;São Miguel dos Campos;12.328;19.991;23.285;30.141;30.414;33.022;23.818;29.721
AL;2708709;São Miguel dos Milagres;;;;;;;3.606;3.995
AL;2708808;São Sebastião;;;;;;;5.753;11.723
AL;2708907;Satuba;;;;;;;7.549;5.008
AL;2708956;Senador Rui Palmeira;;;;;;;;
AL;2709004;Tanque d'Arca;;;;;;;;6.056
AL;2709103;Taquarana;;;;;;;;11.761
AL;2709152;Teotônio Vilela;;;;;;;;
AL;2709202;Traipu;21.174;11.178;19.909;20.355;31.196;23.367;15.220;15.497
AL;2709301;União dos Palmares;29.754;27.664;49.149;56.394;60.657;58.381;46.298;51.532
AL;2709400;Viçosa;33.433;35.643;46.790;55.790;61.335;52.509;42.492;28.734
AM;1300029;Alvarães;;;;;;;;
AM;1300060;Amaturá;;;;;;;;
AM;1300086;Anamã;;;;;;;;
AM;1300102;Anori;;;;;;;8.923;12.212
AM;1300144;Apuí;;;;;;;;
AM;1300201;Atalaia do Norte;;;;;;;5.096;6.014
AM;1300300;Autazes;;;;;;;14.410;17.725
AM;1300409;Barcelos;5.825;9.427;10.275;3.508;5.608;4.911;12.060;9.628
AM;1300508;Barreirinha;;3.760;9.131;6.360;7.635;8.706;10.548;13.998
AM;1300607;Benjamin Constant;;;4.710;10.199;9.260;11.343;11.126;15.127
AM;1300631;Beruri;;;;;;;;
AM;1300680;Boa Vista do Ramos;;;;;;;;
AM;1300706;Boca do Acre;;;11.417;13.717;13.444;14.287;18.191;19.989
AM;1300805;Borba;;10.570;19.776;17.330;14.556;18.656;19.694;16.514
AM;1300839;Caapiranga;;;;;;;;
AM;1300904;Canutama;;;11.826;9.577;15.005;10.642;6.525;5.759
AM;1301001;Carauari;;;;8.681;12.322;16.542;14.066;16.984
AM;1301100;Careiro;;;;;;;33.253;40.767
AM;1301159;Careiro da Várzea;;;;;;;;
AM;1301209;Coari;;5.342;11.334;9.688;13.384;16.526;23.163;27.636
AM;1301308;Codajás;;5.693;9.045;9.376;10.702;14.800;9.734;12.110
AM;1301407;Eirunepé;;;11.293;16.238;16.389;22.873;8.978;10.882
AM;1301506;Envira;;;;;;;11.016;11.705
AM;1301605;Fonte Boa;;;10.794;10.449;10.653;14.637;14.620;11.744
AM;1301654;Guajará;;;;;;;;
AM;1301704;Humaitá;;5.887;11.557;12.739;12.386;12.790;14.712;14.877
AM;1301803;Ipixuna;;;;;;;10.175;12.846
AM;1301852;Iranduba;;;;;;;;
AM;1301902;Itacoatiara;2.569;6.035;17.206;17.842;23.924;30.102;25.627;37.346
AM;1301951;Itamarati;;;;;;;;
AM;1302009;Itapiranga;;;;;3.200;3.688;2.213;2.646
AM;1302108;Japurá;;;;;;;2.940;2.415
AM;1302207;Juruá;;;;;;;7.691;6.785
AM;1302306;Jutaí;;;;;;;1.485;3.955
AM;1302405;Lábrea;;14.415;17.740;17.133;19.279;21.988;16.398;16.737
AM;1302504;Manacapuru;;;18.822;14.938;23.048;27.350;41.703;49.469
AM;1302553;Manaquiri;;;;;;;;
AM;1302603;Manaus;29.334;38.720;85.340;75.704;106.399;139.620;173.703;311.622
AM;1302702;Manicoré;;8.355;12.511;16.296;16.899;20.563;18.864;21.100
AM;1302801;Maraã;;;;;;;6.997;8.293
AM;1302900;Maués;3.003;5.478;;11.541;14.497;15.128;19.730;24.095
AM;1303007;Nhamundá;;;;;;;10.106;15.539
AM;1303106;Nova Olinda do Norte;;;;;;;8.766;11.903
AM;1303205;Novo Airão;;;;;;;4.990;6.077
AM;1303304;Novo Aripuanã;;;;;;;6.314;16.585
AM;1303403;Parintins;4.971;7.450;16.173;16.068;15.100;25.662;27.525;38.086
AM;1303502;Pauini;;;;;;;10.247;9.693
AM;1303536;Presidente Figueiredo;;;;;;;;
AM;1303569;Rio Preto da Eva;;;;;;;;
AM;1303601;Santa Isabel do Rio Negro;;;;;;;4.212;3.646
AM;1303700;Santo Antônio do Içá;;;;;;;8.356;9.437
AM;1303809;São Gabriel da Cachoeira;;;6.695;15.410;13.182;14.208;13.948;13.420
AM;1303908;São Paulo de Olivença;;4.437;3.218;12.220;13.698;17.277;15.783;18.814
AM;1303957;São Sebastião do Uatumã;;;;;;;;
AM;1304005;Silves;3.177;7.548;4.271;3.533;;;3.251;4.437
AM;1304062;Tabatinga;;;;;;;;
AM;1304104;Tapauá;;;;;;;7.951;10.571
AM;1304203;Tefé;8.731;11.341;20.914;12.387;15.657;20.321;15.574;19.173
AM;1304237;Tonantins;;;;;;;;
AM;1304260;Uarini;;;;;;;;
AM;1304302;Urucará;;;8.025;3.535;2.493;3.672;5.104;6.550
AM;1304401;Urucurituba;;;3.470;4.478;7.439;7.807;9.006;10.292
AP;1600055;Serra do Navio;;;;;;;;
AP;1600105;Amapá;;;12.363;6.032;6.374;8.794;7.900;10.377
AP;1600154;Pedra Branca do Amaparí;;;;;;;;
AP;1600204;Calçoene;;;;;;;2.344;2.834
AP;1600212;Cutias;;;;;;;;
AP;1600238;Ferreira Gomes;;;;;;;;
AP;1600253;Itaubal;;;;;;;;
AP;1600279;Laranjal do Jari;;;;;;;;
AP;1600303;Macapá;876;4.697;7.783;18.387;16.234;20.594;46.777;86.097
AP;1600402;Mazagão;2.272;5.651;11.250;12.058;8.139;5.105;7.565;10.497
AP;1600501;Oiapoque;;;;;;2.984;3.934;4.425
AP;1600535;Porto Grande;;;;;;;;
AP;1600550;Pracuúba;;;;;;;;
AP;1600600;Santana;;;;;;;;
AP;1600709;Tartarugalzinho;;;;;;;;
AP;1600808;Vitória do Jari;;;;;;;;
BA;2900108;Abaíra;;;;;;;;8.475
BA;2900207;Abaré;;;;;;;;6.873
BA;2900306;Acajutiba;;;;;;;9.256;9.870
BA;2900355;Adustina;;;;;;;;
BA;2900405;Água Fria;;;;;;;;11.529
BA;2900504;Érico Cardoso;;;;;;;;5.504
BA;2900603;Aiquara;;;;;;;;6.978
BA;2900702;Alagoinhas;21.739;28.276;56.116;36.621;37.827;52.007;74.455;77.963
BA;2900801;Alcobaça;3.459;3.854;8.764;8.068;23.580;34.358;21.697;32.323
BA;2900900;Almadina;;;;;;;;7.720
BA;2901007;Amargosa;;17.042;46.166;42.275;28.566;27.362;31.040;24.443
BA;2901106;Amélia Rodrigues;;;;;;;;14.981
BA;2901155;América Dourada;;;;;;;;
BA;2901205;Anagé;;;;;;;;21.528
BA;2901304;Andaraí;;1.805;18.473;9.285;14.378;19.457;30.606;20.047
BA;2901353;Andorinha;;;;;;;;
BA;2901403;Angical;;;12.136;18.718;22.741;27.956;27.894;11.310
BA;2901502;Anguera;;22.557;;;;;;7.299
BA;2901601;Antas;;;;;;;12.821;15.978
BA;2901700;Antônio Cardoso;;;;;;;;12.289
BA;2901809;Antônio Gonçalves;;;;;;;;6.838
BA;2901908;Aporá;;;;;;;12.687;12.163
BA;2901957;Apuarema;;;;;;;;
BA;2902005;Aracatu;;;;;;;;13.637
BA;2902054;Araças;;;;;;;;
BA;2902104;Araci;;;5.406;6.588;;;17.456;23.661
BA;2902203;Aramari;;;;;;;;7.543
BA;2902252;Arataca;;;;;;;;
BA;2902302;Aratuípe;;41.296;8.630;7.100;6.141;6.351;6.977;8.167
BA;2902401;Aurelino Leal;;;;;;;;12.300
BA;2902500;Baianópolis;;;;;;;;8.698
BA;2902609;Baixa Grande;;9.645;2.869;12.008;9.509;12.714;13.918;16.918
BA;2902658;Banzaê;;;;;;;;
BA;2902708;Barra;11.525;15.674;17.501;26.128;25.388;31.781;35.938;46.330
BA;2902807;Barra da Estiva;;;8.818;17.769;21.830;23.288;23.365;10.153
BA;2902906;Barra do Choça;;;;;;;;8.904
BA;2903003;Barra do Mendes;;;;;;;9.025;9.531
BA;2903102;Barra do Rocha;;;;;;;;8.132
BA;2903201;Barreiras;;;13.045;31.108;32.183;35.199;36.971;20.864
BA;2903235;Barro Alto;;;;;;;;
BA;2903276;Barrocas;;;;;;;;
BA;2903300;Governador Lomanto Júnior;;;;;;;;5.978
BA;2903409;Belmonte;4.323;5.879;25.889;19.706;27.580;33.115;29.403;21.070
BA;2903508;Belo Campo;;;;;;;;9.969
BA;2903607;Biritinga;;;;;;;;10.047
BA;2903706;Boa Nova;;;20.280;;49.646;54.102;41.951;22.837
BA;2903805;Boa Vista do Tupim;;;;;;;;17.881
BA;2903904;Bom Jesus da Lapa;;;15.857;14.098;13.627;17.432;23.055;40.776
BA;2903953;Bom Jesus da Serra;;;;;;;;
BA;2904001;Boninal;;;;;;;;9.125
BA;2904050;Bonito;;;;;;;;
BA;2904100;Boquira;;;;;;;;16.130
BA;2904209;Botuporã;;;;;;;;17.274
BA;2904308;Brejões;;;;;10.968;13.327;16.608;9.920
BA;2904407;Brejolândia;;;;;;;;8.127
BA;2904506;Brotas de Macaúbas;;24.270;38.402;34.522;21.070;25.342;13.813;12.484
BA;2904605;Brumado;;12.348;15.075;24.544;26.275;36.631;42.970;38.304
BA;2904704;Buerarema;;;;;;;;18.889
BA;2904753;Buritirama;;;;;;;;
BA;2904803;Caatiba;;;;;;;;13.292
BA;2904852;Cabaceiras do Paraguaçu;;;;;;;;
BA;2904902;Cachoeira;88.181;48.342;50.323;61.980;26.966;26.979;28.363;27.382
BA;2905008;Caculé;;;;18.776;18.195;26.310;25.870;12.608
BA;2905107;Caém;;;;;;;;8.900
BA;2905156;Caetanos;;;;;;;;
BA;2905206;Caetité;34.638;39.921;28.881;36.177;33.848;40.624;31.236;40.200
BA;2905305;Cafarnaum;;;;;;;;16.270
BA;2905404;Cairu;3.271;3.621;8.953;6.462;4.948;5.121;7.549;9.144
BA;2905503;Caldeirão Grande;;;;;;;;11.234
BA;2905602;Camacan;;;;;;;;22.644
BA;2905701;Camaçari;19.257;7.620;15.313;16.995;11.188;13.800;21.229;33.273
BA;2905800;Camamu;9.029;15.552;19.413;26.080;22.312;23.834;36.965;25.502
BA;2905909;Campo Alegre de Lourdes;;;;;;;;16.767
BA;2906006;Campo Formoso;;11.350;18.149;37.425;35.776;48.092;35.614;37.263
BA;2906105;Canápolis;;;;;;;;8.198
BA;2906204;Canarana;;;;;;;;21.278
BA;2906303;Canavieiras;3.122;4.245;21.385;18.606;36.064;53.830;62.259;33.460
BA;2906402;Candeal;;;;;;;;9.718
BA;2906501;Candeias;;;;;;;18.143;34.195
BA;2906600;Candiba;;;;;;;;11.436
BA;2906709;Cândido Sales;;;;;;;;15.110
BA;2906808;Cansanção;;;;;;;12.739;18.790
BA;2906824;Canudos;;;;;;;;
BA;2906857;Capela do Alto Alegre;;;;;;;;
BA;2906873;Capim Grosso;;;;;;;;
BA;2906899;Caraíbas;;;;;;;;
BA;2906907;Caravelas;4.031;5.482;6.941;9.966;14.550;20.820;45.854;26.027
BA;2907004;Cardeal da Silva;;;;;;;;2.961
BA;2907103;Carinhanha;7.511;10.214;14.596;19.659;19.985;23.516;21.334;19.390
BA;2907202;Casa Nova;;4.091;18.843;21.154;23.641;29.073;31.104;37.036
BA;2907301;Castro Alves;;8.637;14.535;23.346;39.301;38.912;40.613;46.716
BA;2907400;Catolândia;;;;;;;;1.940
BA;2907509;Catu;;24.666;21.305;16.525;17.222;16.437;21.450;27.893
BA;2907558;Caturama;;;;;;;;
BA;2907608;Central;;;;;;;24.745;13.864
BA;2907707;Chorrochó;;;;6.498;;;12.198;10.242
BA;2907806;Cícero Dantas;;8.326;12.162;19.719;22.930;34.448;29.377;34.529
BA;2907905;Cipó;;;;;12.810;19.867;5.681;6.402
BA;2908002;Coaraci;;;;;;;26.146;21.759
BA;2908101;Cocos;;;;;;;11.271;13.239
BA;2908200;Conceição da Feira;;;;;9.731;10.532;11.213;12.417
BA;2908309;Conceição do Almeida;;29.305;19.578;37.924;27.261;25.407;24.158;21.854
BA;2908408;Conceição do Coité;;6.952;15.074;17.447;26.141;38.864;32.168;35.111
BA;2908507;Conceição do Jacuípe;;;;;;;;15.163
BA;2908606;Conde;11.762;15.996;9.421;26.918;13.841;14.431;16.962;17.216
BA;2908705;Condeúba;41.007;28.591;24.243;60.297;53.569;70.823;43.153;22.458
BA;2908804;Contendas do Sincorá;;;;;;;;6.535
BA;2908903;Coração de Maria;;;14.212;18.491;19.499;20.256;18.025;18.933
BA;2909000;Cordeiros;;;;;;;;8.207
BA;2909109;Coribe;;;;;;;12.785;18.575
BA;2909208;Coronel João Sá;;;;;;;;12.742
BA;2909307;Correntina;36.678;;9.421;15.338;19.202;20.174;23.901;30.365
BA;2909406;Cotegipe;22.949;31.210;6.525;12.010;14.754;20.190;23.221;20.085
BA;2909505;Cravolândia;;;;;;;;4.714
BA;2909604;Crisópolis;;;;14.665;;;;11.638
BA;2909703;Cristópolis;;;;;;;;7.606
BA;2909802;Cruz das Almas;;;27.179;20.210;28.255;32.276;23.941;28.814
BA;2909901;Curaçá;8.762;11.261;16.326;16.500;21.331;27.103;16.320;17.791
BA;2910008;Dário Meira;;;;;;;;11.137
BA;2910057;Dias d'Ávila;;;;;;;;
BA;2910107;Dom Basílio;;;;;;;;7.744
BA;2910206;Dom Macedo Costa;;;;;;;;5.140
BA;2910305;Elísio Medrado;;;;;;;;8.628
BA;2910404;Encruzilhada;;;;;;;21.670;24.512
BA;2910503;Entre Rios;11.384;15.482;12.810;22.910;18.137;19.356;21.672;19.188
BA;2910602;Esplanada;;;;;18.490;20.649;14.041;16.671
BA;2910701;Euclides da Cunha;;;17.472;12.890;16.340;25.548;31.456;41.588
BA;2910727;Eunápolis;;;;;;;;
BA;2910750;Fátima;;;;;;;;
BA;2910776;Feira da Mata;;;;;;;;
BA;2910800;Feira de Santana;51.696;61.758;72.866;77.600;83.268;107.205;139.747;187.290
BA;2910859;Filadélfia;;;;;;;;
BA;2910909;Firmino Alves;;;;;;;;5.961
BA;2911006;Floresta Azul;;;;;;;;15.428
BA;2911105;Formosa do Rio Preto;;;;;;;;8.979
BA;2911204;Gandu;;;;;;;21.419;18.038
BA;2911253;Gavião;;;;;;;;
BA;2911303;Gentio do Ouro;;0;5.738;12.014;15.880;15.440;14.993;9.328
BA;2911402;Glória;;8.192;14.132;14.084;14.572;27.524;15.410;8.396
BA;2911501;Gongogi;;;;;;;;9.643
BA;2911600;Governador Mangabeira;;;;;;;;12.941
BA;2911659;Guajeru;;;;;;;;
BA;2911709;Guanambi;;;;8.304;22.811;18.853;28.508;31.174
BA;2911808;Guaratinga;;;;;;;;33.118
BA;2911857;Heliópolis;;;;;;;;
BA;2911907;Iaçu;;;;;;;13.395;19.261
BA;2912004;Ibiassucê;;;;;;;;9.857
BA;2912103;Ibicaraí;;;;;;;59.678;26.152
BA;2912202;Ibicoara;;;;;;;;5.401
BA;2912301;Ibicuí;;;;9.609;;;19.224;16.297
BA;2912400;Ibipeba;;;;;;;;9.036
BA;2912509;Ibipitanga;;;;;;;;10.635
BA;2912608;Ibiquera;;;;;;;6.725;6.499
BA;2912707;Ibirapitanga;;;;;;;;13.323
BA;2912806;Ibirapuã;;;;;;;;18.458
BA;2912905;Ibirataia;;;;;;;;14.428
BA;2913002;Ibitiara;;;10.625;24.440;18.660;22.799;23.438;19.179
BA;2913101;Ibititá;;;;;;;;11.737
BA;2913200;Ibotirama;;;;;;;7.250;10.630
BA;2913309;Ichu;;;;;;;;4.771
BA;2913408;Igaporã;;;;;;;9.717;10.310
BA;2913457;Igrapiúna;;2.456;2.349;4.399;;;;
BA;2913507;Iguaí;;;;;;;24.448;23.696
BA;2913606;Ilhéus;5.682;7.097;38.233;63.012;113.269;134.240;103.274;107.971
BA;2913705;Inhambupe;20.840;28.342;27.372;33.036;35.069;41.461;17.927;19.417
BA;2913804;Ipecaetá;;;;;;;;17.333
BA;2913903;Ipiaú;;;;;33.653;48.056;47.332;27.622
BA;2914000;Ipirá;30.323;17.276;24.530;28.850;35.431;53.291;48.017;56.860
BA;2914109;Ipupiara;;;;;;;5.237;6.621
BA;2914208;Irajuba;;;;;;;;8.323
BA;2914307;Iramaia;;;;;;;;9.419
BA;2914406;Iraquara;;;;;;;;11.972
BA;2914505;Irará;41.669;51.602;23.003;37.546;47.673;46.711;45.113;16.575
BA;2914604;Irecê;;;;;17.428;21.514;42.799;62.313
BA;2914653;Itabela;;;;;;;;
BA;2914703;Itaberaba;;;14.643;22.861;34.845;56.990;38.685;33.629
BA;2914802;Itabuna;;;15.531;41.980;96.879;147.730;116.967;112.721
BA;2914901;Itacaré;3.612;3.426;14.132;24.350;22.701;23.117;28.941;14.104
BA;2915007;Itaeté;;;;;;;;16.924
BA;2915106;Itagi;;;;;;;;11.468
BA;2915205;Itagibá;;;;;;;18.175;15.970
BA;2915304;Itagimirim;;;;;;;;10.811
BA;2915353;Itaguaçu da Bahia;;;;;;;;
BA;2915403;Itaju do Colônia;;;;;;;;9.915
BA;2915502;Itajuípe;;;;;;;22.519;19.828
BA;2915601;Itamaraju;;;;;;;;63.938
BA;2915700;Itamari;;;;;;;;5.325
BA;2915809;Itambé;;;;;28.413;46.030;26.658;27.814
BA;2915908;Itanagra;;;;;;;;3.608
BA;2916005;Itanhém;;;;;;;29.117;34.745
BA;2916104;Itaparica;10.120;11.662;17.665;20.005;19.378;21.433;24.844;8.391
BA;2916203;Itapé;;;;;;;;12.690
BA;2916302;Itapebi;;;;;;;23.407;13.786
BA;2916401;Itapetinga;;;;;;;38.362;46.112
BA;2916500;Itapicuru;17.505;15.294;7.537;14.342;26.008;32.060;27.822;16.942
BA;2916609;Itapitanga;;;;;;;;9.550
BA;2916708;Itaquara;;;;;8.940;8.415;8.055;6.882
BA;2916807;Itarantim;;;;;;;;20.841
BA;2916856;Itatim;;;;;;;;
BA;2916906;Itiruçu;;;;;5.740;6.951;7.945;8.698
BA;2917003;Itiúba;;;;;15.833;19.477;19.029;26.033
BA;2917102;Itororó;;;;;;;16.766;19.347
BA;2917201;Ituaçu;6.631;20.655;13.565;20.282;24.603;30.037;32.393;13.310
BA;2917300;Ituberá;4.096;5.570;5.656;12.560;21.012;27.290;13.943;15.933
BA;2917334;Iuiú;;;;;;;;
BA;2917359;Jaborandi;;;;;;;;
BA;2917409;Jacaraci;;;14.815;21.894;19.156;26.129;22.502;13.809
BA;2917508;Jacobina;18.582;26.336;24.972;48.804;51.693;61.681;74.678;76.519
BA;2917607;Jaguaquara;;;;;19.925;19.116;24.146;25.973
BA;2917706;Jaguarari;;;;;11.724;14.635;15.037;17.538
BA;2917805;Jaguaripe;10.590;12.945;16.702;11.598;10.390;10.403;11.690;10.147
BA;2917904;Jandaíra;5.589;7.601;5.582;7.550;5.122;5.306;5.995;6.714
BA;2918001;Jequié;;;11.731;40.675;84.237;90.155;111.801;100.174
BA;2918100;Jeremoabo;37.807;16.235;8.575;16.318;18.263;27.937;39.560;28.625
BA;2918209;Jiquiriçá;27.544;;28.266;24.397;7.713;7.762;9.030;8.604
BA;2918308;Jitaúna;;;;;;;;13.167
BA;2918357;João Dourado;;;;;;;;
BA;2918407;Juazeiro;7.863;10.693;13.797;24.255;25.523;34.416;40.532;61.648
BA;2918456;Jucuruçu;;;;;;;;
BA;2918506;Jussara;;;;;;;;8.468
BA;2918555;Jussari;;;;;;;;
BA;2918605;Jussiape;;;;;;;;8.159
BA;2918704;Lafaiete Coutinho;;;;;;;;4.950
BA;2918753;Lagoa Real;;;;;;;;
BA;2918803;Laje;;;18.843;14.710;11.565;11.646;14.817;14.635
BA;2918902;Lajedão;;;;;;;;7.092
BA;2919009;Lajedinho;;;;;;;;6.628
BA;2919058;Lajedo do Tabocal;;;;;;;;
BA;2919108;Lamarão;;;;;;;;6.251
BA;2919157;Lapão;;;;;;;;
BA;2919207;Lauro de Freitas;;;;;;;;10.007
BA;2919306;Lençóis;23.913;22.230;19.659;7.789;10.796;9.896;8.401;5.131
BA;2919405;Licínio de Almeida;;;;;;;;11.876
BA;2919504;Livramento de Nossa Senhora;;;;;20.198;26.898;27.113;25.263
BA;2919553;Luís Eduardo Magalhães;;;;;;;;
BA;2919603;Macajuba;;;9.421;8.604;6.656;6.993;7.578;8.727
BA;2919702;Macarani;;;;;40.630;56.294;45.803;14.381
BA;2919801;Macaúbas;37.150;26.253;29.820;38.339;39.124;37.481;41.813;26.639
BA;2919900;Macururé;;;;;;;;7.192
BA;2919926;Madre de Deus;;;;;;;;
BA;2919959;Maetinga;;;;;;;;
BA;2920007;Maiquinique;;;;;;;;7.944
BA;2920106;Mairi;9.360;12.541;14.780;21.226;19.429;25.737;26.655;30.301
BA;2920205;Malhada;;;;;;;;16.522
